Image Name,Blur Label
DiskR10_1.jpg ,1
DiskR10_10.jpg ,1
DiskR10_11.jpg ,1
DiskR10_12.jpg ,1
DiskR10_13.jpg ,1
DiskR10_14.jpg ,1
DiskR10_15.jpg ,1
DiskR10_16.jpg ,1
DiskR10_17.jpg ,1
DiskR10_18.jpg ,1
DiskR10_19.jpg ,1
DiskR10_2.jpg ,1
DiskR10_20.jpg ,1
DiskR10_21.jpg ,1
DiskR10_22.jpg ,1
DiskR10_23.jpg ,1
DiskR10_24.jpg ,1
DiskR10_25.jpg ,1
DiskR10_26.jpg ,1
DiskR10_27.jpg ,1
DiskR10_28.jpg ,1
DiskR10_29.jpg ,1
DiskR10_3.jpg ,1
DiskR10_30.jpg ,1
DiskR10_4.jpg ,1
DiskR10_5.jpg ,1
DiskR10_6.jpg ,1
DiskR10_7.jpg ,1
DiskR10_8.jpg ,1
DiskR10_9.jpg ,1
DiskR20_1.jpg ,1
DiskR20_10.jpg ,1
DiskR20_11.jpg ,1
DiskR20_12.jpg ,1
DiskR20_13.jpg ,1
DiskR20_14.jpg ,1
DiskR20_15.jpg ,1
DiskR20_16.jpg ,1
DiskR20_17.jpg ,1
DiskR20_18.jpg ,1
DiskR20_19.jpg ,1
DiskR20_2.jpg ,1
DiskR20_20.jpg ,1
DiskR20_21.jpg ,1
DiskR20_22.jpg ,1
DiskR20_23.jpg ,1
DiskR20_24.jpg ,1
DiskR20_25.jpg ,1
DiskR20_26.jpg ,1
DiskR20_27.jpg ,1
DiskR20_28.jpg ,1
DiskR20_29.jpg ,1
DiskR20_3.jpg ,1
DiskR20_30.jpg ,1
DiskR20_4.jpg ,1
DiskR20_5.jpg ,1
DiskR20_6.jpg ,1
DiskR20_7.jpg ,1
DiskR20_8.jpg ,1
DiskR20_9.jpg ,1
DiskR30_1.jpg ,1
DiskR30_10.jpg ,1
DiskR30_11.jpg ,1
DiskR30_12.jpg ,1
DiskR30_13.jpg ,1
DiskR30_14.jpg ,1
DiskR30_15.jpg ,1
DiskR30_16.jpg ,1
DiskR30_17.jpg ,1
DiskR30_18.jpg ,1
DiskR30_19.jpg ,1
DiskR30_2.jpg ,1
DiskR30_20.jpg ,1
DiskR30_21.jpg ,1
DiskR30_22.jpg ,1
DiskR30_23.jpg ,1
DiskR30_24.jpg ,1
DiskR30_25.jpg ,1
DiskR30_26.jpg ,1
DiskR30_27.jpg ,1
DiskR30_28.jpg ,1
DiskR30_29.jpg ,1
DiskR30_3.jpg ,1
DiskR30_30.jpg ,1
DiskR30_4.jpg ,1
DiskR30_5.jpg ,1
DiskR30_6.jpg ,1
DiskR30_7.jpg ,1
DiskR30_8.jpg ,1
DiskR30_9.jpg ,1
DiskR50_1.jpg ,1
DiskR50_10.jpg ,1
DiskR50_11.jpg ,1
DiskR50_12.jpg ,1
DiskR50_13.jpg ,1
DiskR50_14.jpg ,1
DiskR50_15.jpg ,1
DiskR50_16.jpg ,1
DiskR50_17.jpg ,1
DiskR50_18.jpg ,1
DiskR50_19.jpg ,1
DiskR50_2.jpg ,1
DiskR50_20.jpg ,1
DiskR50_21.jpg ,1
DiskR50_22.jpg ,1
DiskR50_23.jpg ,1
DiskR50_24.jpg ,1
DiskR50_25.jpg ,1
DiskR50_26.jpg ,1
DiskR50_27.jpg ,1
DiskR50_28.jpg ,1
DiskR50_29.jpg ,1
DiskR50_3.jpg ,1
DiskR50_30.jpg ,1
DiskR50_4.jpg ,1
DiskR50_5.jpg ,1
DiskR50_6.jpg ,1
DiskR50_7.jpg ,1
DiskR50_8.jpg ,1
DiskR50_9.jpg ,1
DiskR8_1.jpg ,1
DiskR8_10.jpg ,1
DiskR8_11.jpg ,1
DiskR8_12.jpg ,1
DiskR8_13.jpg ,1
DiskR8_14.jpg ,1
DiskR8_15.jpg ,1
DiskR8_16.jpg ,1
DiskR8_17.jpg ,1
DiskR8_18.jpg ,1
DiskR8_19.jpg ,1
DiskR8_2.jpg ,1
DiskR8_20.jpg ,1
DiskR8_21.jpg ,1
DiskR8_22.jpg ,1
DiskR8_23.jpg ,1
DiskR8_24.jpg ,1
DiskR8_25.jpg ,1
DiskR8_26.jpg ,1
DiskR8_27.jpg ,1
DiskR8_28.jpg ,1
DiskR8_29.jpg ,1
DiskR8_3.jpg ,1
DiskR8_30.jpg ,1
DiskR8_4.jpg ,1
DiskR8_5.jpg ,1
DiskR8_6.jpg ,1
DiskR8_7.jpg ,1
DiskR8_8.jpg ,1
DiskR8_9.jpg ,1
GaussianH15x15S200_1.jpg ,1
GaussianH15x15S200_10.jpg ,1
GaussianH15x15S200_11.jpg ,1
GaussianH15x15S200_12.jpg ,1
GaussianH15x15S200_13.jpg ,1
GaussianH15x15S200_14.jpg ,1
GaussianH15x15S200_15.jpg ,1
GaussianH15x15S200_16.jpg ,1
GaussianH15x15S200_17.jpg ,1
GaussianH15x15S200_18.jpg ,1
GaussianH15x15S200_19.jpg ,1
GaussianH15x15S200_2.jpg ,1
GaussianH15x15S200_20.jpg ,1
GaussianH15x15S200_21.jpg ,1
GaussianH15x15S200_22.jpg ,1
GaussianH15x15S200_23.jpg ,1
GaussianH15x15S200_24.jpg ,1
GaussianH15x15S200_25.jpg ,1
GaussianH15x15S200_26.jpg ,1
GaussianH15x15S200_27.jpg ,1
GaussianH15x15S200_28.jpg ,1
GaussianH15x15S200_29.jpg ,1
GaussianH15x15S200_3.jpg ,1
GaussianH15x15S200_30.jpg ,1
GaussianH15x15S200_4.jpg ,1
GaussianH15x15S200_5.jpg ,1
GaussianH15x15S200_6.jpg ,1
GaussianH15x15S200_7.jpg ,1
GaussianH15x15S200_8.jpg ,1
GaussianH15x15S200_9.jpg ,1
GaussianH1x50S250_1.jpg ,1
GaussianH1x50S250_10.jpg ,1
GaussianH1x50S250_11.jpg ,1
GaussianH1x50S250_12.jpg ,1
GaussianH1x50S250_13.jpg ,1
GaussianH1x50S250_14.jpg ,1
GaussianH1x50S250_15.jpg ,1
GaussianH1x50S250_16.jpg ,1
GaussianH1x50S250_17.jpg ,1
GaussianH1x50S250_18.jpg ,1
GaussianH1x50S250_19.jpg ,1
GaussianH1x50S250_2.jpg ,1
GaussianH1x50S250_20.jpg ,1
GaussianH1x50S250_21.jpg ,1
GaussianH1x50S250_22.jpg ,1
GaussianH1x50S250_23.jpg ,1
GaussianH1x50S250_24.jpg ,1
GaussianH1x50S250_25.jpg ,1
GaussianH1x50S250_26.jpg ,1
GaussianH1x50S250_27.jpg ,1
GaussianH1x50S250_28.jpg ,1
GaussianH1x50S250_29.jpg ,1
GaussianH1x50S250_3.jpg ,1
GaussianH1x50S250_30.jpg ,1
GaussianH1x50S250_4.jpg ,1
GaussianH1x50S250_5.jpg ,1
GaussianH1x50S250_6.jpg ,1
GaussianH1x50S250_7.jpg ,1
GaussianH1x50S250_8.jpg ,1
GaussianH1x50S250_9.jpg ,1
GaussianH25x25S100_1.jpg ,1
GaussianH25x25S100_10.jpg ,1
GaussianH25x25S100_11.jpg ,1
GaussianH25x25S100_12.jpg ,1
GaussianH25x25S100_13.jpg ,1
GaussianH25x25S100_14.jpg ,1
GaussianH25x25S100_15.jpg ,1
GaussianH25x25S100_16.jpg ,1
GaussianH25x25S100_17.jpg ,1
GaussianH25x25S100_18.jpg ,1
GaussianH25x25S100_19.jpg ,1
GaussianH25x25S100_2.jpg ,1
GaussianH25x25S100_20.jpg ,1
GaussianH25x25S100_21.jpg ,1
GaussianH25x25S100_22.jpg ,1
GaussianH25x25S100_23.jpg ,1
GaussianH25x25S100_24.jpg ,1
GaussianH25x25S100_25.jpg ,1
GaussianH25x25S100_26.jpg ,1
GaussianH25x25S100_27.jpg ,1
GaussianH25x25S100_28.jpg ,1
GaussianH25x25S100_29.jpg ,1
GaussianH25x25S100_3.jpg ,1
GaussianH25x25S100_30.jpg ,1
GaussianH25x25S100_4.jpg ,1
GaussianH25x25S100_5.jpg ,1
GaussianH25x25S100_6.jpg ,1
GaussianH25x25S100_7.jpg ,1
GaussianH25x25S100_8.jpg ,1
GaussianH25x25S100_9.jpg ,1
GaussianH25x25S300_1.jpg ,1
GaussianH25x25S300_10.jpg ,1
GaussianH25x25S300_11.jpg ,1
GaussianH25x25S300_12.jpg ,1
GaussianH25x25S300_13.jpg ,1
GaussianH25x25S300_14.jpg ,1
GaussianH25x25S300_15.jpg ,1
GaussianH25x25S300_16.jpg ,1
GaussianH25x25S300_17.jpg ,1
GaussianH25x25S300_18.jpg ,1
GaussianH25x25S300_19.jpg ,1
GaussianH25x25S300_2.jpg ,1
GaussianH25x25S300_20.jpg ,1
GaussianH25x25S300_21.jpg ,1
GaussianH25x25S300_22.jpg ,1
GaussianH25x25S300_23.jpg ,1
GaussianH25x25S300_24.jpg ,1
GaussianH25x25S300_25.jpg ,1
GaussianH25x25S300_26.jpg ,1
GaussianH25x25S300_27.jpg ,1
GaussianH25x25S300_28.jpg ,1
GaussianH25x25S300_29.jpg ,1
GaussianH25x25S300_3.jpg ,1
GaussianH25x25S300_30.jpg ,1
GaussianH25x25S300_4.jpg ,1
GaussianH25x25S300_5.jpg ,1
GaussianH25x25S300_6.jpg ,1
GaussianH25x25S300_7.jpg ,1
GaussianH25x25S300_8.jpg ,1
GaussianH25x25S300_9.jpg ,1
GaussianH2x80S300_1.jpg ,1
GaussianH2x80S300_10.jpg ,1
GaussianH2x80S300_11.jpg ,1
GaussianH2x80S300_12.jpg ,1
GaussianH2x80S300_13.jpg ,1
GaussianH2x80S300_14.jpg ,1
GaussianH2x80S300_15.jpg ,1
GaussianH2x80S300_16.jpg ,1
GaussianH2x80S300_17.jpg ,1
GaussianH2x80S300_18.jpg ,1
GaussianH2x80S300_19.jpg ,1
GaussianH2x80S300_2.jpg ,1
GaussianH2x80S300_20.jpg ,1
GaussianH2x80S300_21.jpg ,1
GaussianH2x80S300_22.jpg ,1
GaussianH2x80S300_23.jpg ,1
GaussianH2x80S300_24.jpg ,1
GaussianH2x80S300_25.jpg ,1
GaussianH2x80S300_26.jpg ,1
GaussianH2x80S300_27.jpg ,1
GaussianH2x80S300_28.jpg ,1
GaussianH2x80S300_29.jpg ,1
GaussianH2x80S300_3.jpg ,1
GaussianH2x80S300_30.jpg ,1
GaussianH2x80S300_4.jpg ,1
GaussianH2x80S300_5.jpg ,1
GaussianH2x80S300_6.jpg ,1
GaussianH2x80S300_7.jpg ,1
GaussianH2x80S300_8.jpg ,1
GaussianH2x80S300_9.jpg ,1
GaussianH50x50S300_1.jpg ,1
GaussianH50x50S300_10.jpg ,1
GaussianH50x50S300_11.jpg ,1
GaussianH50x50S300_12.jpg ,1
GaussianH50x50S300_13.jpg ,1
GaussianH50x50S300_14.jpg ,1
GaussianH50x50S300_15.jpg ,1
GaussianH50x50S300_16.jpg ,1
GaussianH50x50S300_17.jpg ,1
GaussianH50x50S300_18.jpg ,1
GaussianH50x50S300_19.jpg ,1
GaussianH50x50S300_2.jpg ,1
GaussianH50x50S300_20.jpg ,1
GaussianH50x50S300_21.jpg ,1
GaussianH50x50S300_22.jpg ,1
GaussianH50x50S300_23.jpg ,1
GaussianH50x50S300_24.jpg ,1
GaussianH50x50S300_25.jpg ,1
GaussianH50x50S300_26.jpg ,1
GaussianH50x50S300_27.jpg ,1
GaussianH50x50S300_28.jpg ,1
GaussianH50x50S300_29.jpg ,1
GaussianH50x50S300_3.jpg ,1
GaussianH50x50S300_30.jpg ,1
GaussianH50x50S300_4.jpg ,1
GaussianH50x50S300_5.jpg ,1
GaussianH50x50S300_6.jpg ,1
GaussianH50x50S300_7.jpg ,1
GaussianH50x50S300_8.jpg ,1
GaussianH50x50S300_9.jpg ,1
MotionL100Th0_1.jpg ,1
MotionL100Th0_10.jpg ,1
MotionL100Th0_11.jpg ,1
MotionL100Th0_12.jpg ,1
MotionL100Th0_13.jpg ,1
MotionL100Th0_14.jpg ,1
MotionL100Th0_15.jpg ,1
MotionL100Th0_16.jpg ,1
MotionL100Th0_17.jpg ,1
MotionL100Th0_18.jpg ,1
MotionL100Th0_19.jpg ,1
MotionL100Th0_2.jpg ,1
MotionL100Th0_20.jpg ,1
MotionL100Th0_21.jpg ,1
MotionL100Th0_22.jpg ,1
MotionL100Th0_23.jpg ,1
MotionL100Th0_24.jpg ,1
MotionL100Th0_25.jpg ,1
MotionL100Th0_26.jpg ,1
MotionL100Th0_27.jpg ,1
MotionL100Th0_28.jpg ,1
MotionL100Th0_29.jpg ,1
MotionL100Th0_3.jpg ,1
MotionL100Th0_30.jpg ,1
MotionL100Th0_4.jpg ,1
MotionL100Th0_5.jpg ,1
MotionL100Th0_6.jpg ,1
MotionL100Th0_7.jpg ,1
MotionL100Th0_8.jpg ,1
MotionL100Th0_9.jpg ,1
MotionL100Th45_1.jpg ,1
MotionL100Th45_10.jpg ,1
MotionL100Th45_11.jpg ,1
MotionL100Th45_12.jpg ,1
MotionL100Th45_13.jpg ,1
MotionL100Th45_14.jpg ,1
MotionL100Th45_15.jpg ,1
MotionL100Th45_16.jpg ,1
MotionL100Th45_17.jpg ,1
MotionL100Th45_18.jpg ,1
MotionL100Th45_19.jpg ,1
MotionL100Th45_2.jpg ,1
MotionL100Th45_20.jpg ,1
MotionL100Th45_21.jpg ,1
MotionL100Th45_22.jpg ,1
MotionL100Th45_23.jpg ,1
MotionL100Th45_24.jpg ,1
MotionL100Th45_25.jpg ,1
MotionL100Th45_26.jpg ,1
MotionL100Th45_27.jpg ,1
MotionL100Th45_28.jpg ,1
MotionL100Th45_29.jpg ,1
MotionL100Th45_3.jpg ,1
MotionL100Th45_30.jpg ,1
MotionL100Th45_4.jpg ,1
MotionL100Th45_5.jpg ,1
MotionL100Th45_6.jpg ,1
MotionL100Th45_7.jpg ,1
MotionL100Th45_8.jpg ,1
MotionL100Th45_9.jpg ,1
MotionL50Th90_1.jpg ,1
MotionL50Th90_10.jpg ,1
MotionL50Th90_11.jpg ,1
MotionL50Th90_12.jpg ,1
MotionL50Th90_13.jpg ,1
MotionL50Th90_14.jpg ,1
MotionL50Th90_15.jpg ,1
MotionL50Th90_16.jpg ,1
MotionL50Th90_17.jpg ,1
MotionL50Th90_18.jpg ,1
MotionL50Th90_19.jpg ,1
MotionL50Th90_2.jpg ,1
MotionL50Th90_20.jpg ,1
MotionL50Th90_21.jpg ,1
MotionL50Th90_22.jpg ,1
MotionL50Th90_23.jpg ,1
MotionL50Th90_24.jpg ,1
MotionL50Th90_25.jpg ,1
MotionL50Th90_26.jpg ,1
MotionL50Th90_27.jpg ,1
MotionL50Th90_28.jpg ,1
MotionL50Th90_29.jpg ,1
MotionL50Th90_3.jpg ,1
MotionL50Th90_30.jpg ,1
MotionL50Th90_4.jpg ,1
MotionL50Th90_5.jpg ,1
MotionL50Th90_6.jpg ,1
MotionL50Th90_7.jpg ,1
MotionL50Th90_8.jpg ,1
MotionL50Th90_9.jpg ,1
MotionL80Th45_1.jpg ,1
MotionL80Th45_10.jpg ,1
MotionL80Th45_11.jpg ,1
MotionL80Th45_12.jpg ,1
MotionL80Th45_13.jpg ,1
MotionL80Th45_14.jpg ,1
MotionL80Th45_15.jpg ,1
MotionL80Th45_16.jpg ,1
MotionL80Th45_17.jpg ,1
MotionL80Th45_18.jpg ,1
MotionL80Th45_19.jpg ,1
MotionL80Th45_2.jpg ,1
MotionL80Th45_20.jpg ,1
MotionL80Th45_21.jpg ,1
MotionL80Th45_22.jpg ,1
MotionL80Th45_23.jpg ,1
MotionL80Th45_24.jpg ,1
MotionL80Th45_25.jpg ,1
MotionL80Th45_26.jpg ,1
MotionL80Th45_27.jpg ,1
MotionL80Th45_28.jpg ,1
MotionL80Th45_29.jpg ,1
MotionL80Th45_3.jpg ,1
MotionL80Th45_30.jpg ,1
MotionL80Th45_4.jpg ,1
MotionL80Th45_5.jpg ,1
MotionL80Th45_6.jpg ,1
MotionL80Th45_7.jpg ,1
MotionL80Th45_8.jpg ,1
MotionL80Th45_9.jpg ,1
Original_1.jpg ,-1
Original_10.jpg ,-1
Original_11.jpg ,-1
Original_12.jpg ,-1
Original_13.jpg ,-1
Original_14.jpg ,-1
Original_15.jpg ,-1
Original_16.jpg ,-1
Original_17.jpg ,-1
Original_18.jpg ,-1
Original_19.jpg ,-1
Original_2.jpg ,-1
Original_20.jpg ,-1
Original_21.jpg ,-1
Original_22.jpg ,-1
Original_23.jpg ,-1
Original_24.jpg ,-1
Original_25.jpg ,-1
Original_26.jpg ,-1
Original_27.jpg ,-1
Original_28.jpg ,-1
Original_29.jpg ,-1
Original_3.jpg ,-1
Original_30.jpg ,-1
Original_4.jpg ,-1
Original_5.jpg ,-1
Original_6.jpg ,-1
Original_7.jpg ,-1
Original_8.jpg ,-1
Original_9.jpg ,-1
